scorer,qrels_variant,threshold,pruning_percent,pipeline,metric,n_queries,mean_full,mean_pruned,mean_diff_pruned_minus_full,lower_bound_relative,lower_bound_absolute,upper_bound_absolute,ci95_low,ci95_high,p_tost,p_noninferiority,t_noninferiority,p_upper_test,t_upper_test,passes_pruning_tost_p_lt_0.05,margin_respected_by_mean,margin_respected_by_ci
cdd_dev.small,,0.45,45.0,TAS-B,R@100,6980,0.8869149952244508,0.4888490926456543,-0.39806590257879654,-0.05,-0.04434574976122255,1000000.0,-0.41009983906231273,-0.38603196609528034,1.0,1.0,-57.62029877669348,0.0,-162898045.96767366,False,False,False
cdd_dev.small,,0.6,60.0,BM25,RR@10,6980,0.18427616318733797,0.10866318733797244,-0.07561297584936554,-0.05,-0.009213808159366899,1000000.0,-0.08347268548988794,-0.06775326620884313,1.0,1.0,-16.560732799645393,0.0,-249411771.68318847,False,False,False
cdd_dev.small,,0.6,60.0,BM25,nDCG@10,6980,0.2299347532023317,0.1276248507172909,-0.1023099024850408,-0.05,-0.011496737660116586,1000000.0,-0.11054534658785851,-0.09407445838222307,1.0,1.0,-21.616491379747057,0.0,-238032598.3903537,False,False,False
cdd_dev.small,,0.6,60.0,BM25,R@100,6980,0.6777578796561604,0.30198185291308494,-0.3757760267430755,-0.05,-0.033887893982808025,1000000.0,-0.38862503460372205,-0.3629270188824289,1.0,1.0,-52.16003189955011,0.0,-152564673.9444284,False,False,False
cdd_dev.small,,0.6,60.0,SPLADE,RR@10,6980,0.29693398371765134,0.14987401646427434,-0.14705996725337697,-0.05,-0.014846699185882568,1000000.0,-0.15598382736608643,-0.1381361071406675,1.0,1.0,-29.043282776405057,0.0,-219669988.28500918,False,False,False
cdd_dev.small,,0.6,60.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.17039132735240303,-0.18216220165399113,-0.05,-0.01762767645031971,1000000.0,-0.19137854536875334,-0.17294585793922893,1.0,1.0,-34.99627303284984,0.0,-212698698.73527968,False,False,False
cdd_dev.small,,0.6,60.0,SPLADE,R@100,6980,0.8166905444126075,0.3408548233046801,-0.47583572110792743,-0.05,-0.04083452722063038,1000000.0,-0.488398676695125,-0.4632727655207299,1.0,1.0,-67.87690653297761,0.0,-156038511.58353463,False,False,False
cdd_dev.small,,0.6,60.0,TAS-B,RR@10,6980,0.3472977213808159,0.1724292195388184,-0.17486850184199756,-0.05,-0.017364886069040793,1000000.0,-0.18446889428992294,-0.1652681093940722,1.0,1.0,-32.16066042037897,0.0,-204190017.39379394,False,False,False
cdd_dev.small,,0.6,60.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.19463594577003615,-0.2160215180856444,-0.05,-0.02053287319278403,1000000.0,-0.22580131615410276,-0.20624172001718605,1.0,1.0,-39.1845681956988,0.0,-200444259.47033516,False,False,False
cdd_dev.small,,0.6,60.0,TAS-B,R@100,6980,0.8869149952244508,0.3649474689589303,-0.5219675262655205,-0.05,-0.04434574976122255,1000000.0,-0.5343465550652817,-0.5095884974657592,1.0,1.0,-75.63467814133249,0.0,-158356928.72663173,False,False,False
cdd,test-2019_test-2020,0.15,15.0,BM25,RR@10,97,0.7986786123384061,0.8059401080019636,0.007261495663557521,-0.05,-0.039933930616920306,1000000.0,-0.04858315870239374,0.06310615002950878,0.04834405793388181,0.04834405793388181,1.6775496563890568,0.0,-35544750.33741666,True,True,False
cdd,test-2019_test-2020,0.15,15.0,BM25,nDCG@10,97,0.4873823836823968,0.481941556859169,-0.005440826823227684,-0.05,-0.02436911918411984,1000000.0,-0.029339822853140886,0.01845816920668552,0.05960511300252047,0.05960511300252047,1.5721314541169789,0.0,-83057226.33061518,False,True,False
cdd,test-2019_test-2020,0.15,15.0,BM25,R@100,97,0.4769567428702133,0.4434186398449886,-0.03353810302522481,-0.05,-0.023847837143510665,1000000.0,-0.051328865808269786,-0.015747340242179827,0.8588373126000357,0.8588373126000357,-1.0811804971115848,0.0,-111573876.97819029,False,False,False
cdd,test-2019_test-2020,0.15,15.0,SPLADE,RR@10,97,0.8618106692848961,0.8489690721649484,-0.012841597119947635,-0.05,-0.04309053346424481,1000000.0,-0.04667841058138372,0.02099521634148845,0.039574672291093356,0.039574672291093356,1.774507051391298,0.0,-58663453.616389714,True,True,False
cdd,test-2019_test-2020,0.15,15.0,SPLADE,nDCG@10,97,0.5903063303445052,0.5672290679689383,-0.023077262375566905,-0.05,-0.029515316517225262,1000000.0,-0.04383573385778824,-0.0023187908933455723,0.2697993845353631,0.2697993845353631,0.6156251185894939,0.0,-95622857.34954372,False,True,False
cdd,test-2019_test-2020,0.15,15.0,SPLADE,R@100,97,0.4689618970534333,0.4267053027344551,-0.042256594318978075,-0.05,-0.023448094852671665,1000000.0,-0.05672330579906906,-0.027789882838887087,0.9943132313285653,0.9943132313285653,-2.5807230907616714,0.0,-137210477.87131304,False,False,False
cdd,test-2019_test-2020,0.15,15.0,TAS-B,RR@10,97,0.9354933726067747,0.9527491408934707,0.017255768286696123,-0.05,-0.04677466863033874,1000000.0,-0.0010756542618679428,0.035587190835260185,2.3751840466227503e-10,2.3751840466227503e-10,6.933417873276105,0.0,-108283155.44087854,True,True,True
cdd,test-2019_test-2020,0.15,15.0,TAS-B,nDCG@10,97,0.697936757957595,0.6775061184509097,-0.02043063950668545,-0.05,-0.03489683789787975,1000000.0,-0.039054672681159905,-0.001806606332210997,0.06320190620511831,0.06320190620511831,1.541834498736402,0.0,-106581873.72679716,False,True,False
cdd,test-2019_test-2020,0.15,15.0,TAS-B,R@100,97,0.553444309695361,0.5030568247431806,-0.05038748495218035,-0.05,-0.02767221548476805,1000000.0,-0.06445933604938306,-0.036315633854977644,0.9990807017581945,0.9990807017581945,-3.2042304323399304,0.0,-141060646.38105592,False,False,False
cdd,test-2019_test-2020,0.3,30.0,BM25,RR@10,97,0.7986786123384061,0.791449844542628,-0.007228767795778102,-0.05,-0.039933930616920306,1000000.0,-0.0680055744139135,0.0535480388223573,0.14406394102581677,0.14406394102581677,1.0681580477553971,0.0,-32660227.417866714,False,True,False
cdd,test-2019_test-2020,0.3,30.0,BM25,nDCG@10,97,0.4873823836823968,0.4623582513203258,-0.02502413236207088,-0.05,-0.02436911918411984,1000000.0,-0.054208911136876904,0.004160646412735142,0.5177208555647824,0.5177208555647824,-0.04455030795714944,0.0,-68014370.6594439,False,False,False
cdd,test-2019_test-2020,0.3,30.0,BM25,R@100,97,0.4769567428702133,0.390997931725506,-0.0859588111447074,-0.05,-0.023847837143510665,1000000.0,-0.11328152706354386,-0.05863609522587093,0.9999909112210789,0.9999909112210789,-4.512337255656566,0.0,-72649603.65047197,False,False,False
cdd,test-2019_test-2020,0.3,30.0,SPLADE,RR@10,97,0.8618106692848961,0.8465635738831614,-0.01524709540173458,-0.05,-0.04309053346424481,1000000.0,-0.050695687108081644,0.020201496304612487,0.06112873680201312,0.06112873680201312,1.5591250617516785,0.0,-55996141.06646871,False,True,False
cdd,test-2019_test-2020,0.3,30.0,SPLADE,nDCG@10,97,0.5903063303445052,0.5414770081965913,-0.04882932214791388,-0.05,-0.029515316517225262,1000000.0,-0.0747328600621128,-0.022925784233714948,0.9289301321725125,0.9289301321725125,-1.4800294190209367,0.0,-76629857.08868727,False,False,False
cdd,test-2019_test-2020,0.3,30.0,SPLADE,R@100,97,0.4689618970534333,0.3665190652921869,-0.1024428317612463,-0.05,-0.023448094852671665,1000000.0,-0.12808813022810633,-0.07679753329438627,0.999999989575957,0.999999989575957,-6.114310334881421,0.0,-77401497.87858836,False,False,False
cdd,test-2019_test-2020,0.3,30.0,TAS-B,RR@10,97,0.9354933726067747,0.9411062019309442,0.005612829324169529,-0.05,-0.04677466863033874,1000000.0,-0.028200312094712025,0.039425970743051084,0.0013691741747510287,0.0013691741747510287,3.075383037377125,0.0,-58704521.88394443,True,True,True
cdd,test-2019_test-2020,0.3,30.0,TAS-B,nDCG@10,97,0.697936757957595,0.6400590305696123,-0.05787772738798287,-0.05,-0.03489683789787975,1000000.0,-0.08375850025420081,-0.03199695452176493,0.9594222676881403,0.9594222676881403,-1.7625712083129508,0.0,-76697262.35294892,False,False,False
cdd,test-2019_test-2020,0.3,30.0,TAS-B,R@100,97,0.553444309695361,0.4295895554273877,-0.12385475426797331,-0.05,-0.02767221548476805,1000000.0,-0.1479074932195646,-0.09980201531638201,0.9999999999980751,0.9999999999980751,-7.937592093446602,0.0,-82526341.85968408,False,False,False
cdd,test-2019_test-2020,0.45,45.0,BM25,RR@10,97,0.7986786123384061,0.7781214203894616,-0.020557191948944526,-0.05,-0.039933930616920306,1000000.0,-0.09108478123876118,0.049970397340872136,0.29338737723462616,0.29338737723462616,0.5453542741481724,0.0,-28144792.305035304,False,True,False
cdd,test-2019_test-2020,0.45,45.0,BM25,nDCG@10,97,0.4873823836823968,0.43313586840407725,-0.0542465152783195,-0.05,-0.02436911918411984,1000000.0,-0.09094528673992874,-0.01754774381671026,0.9453147692239704,0.9453147692239704,-1.6160258274156367,0.0,-54088579.53967209,False,False,False
cdd,test-2019_test-2020,0.45,45.0,BM25,R@100,97,0.4769567428702133,0.32129548768103894,-0.15566125518917445,-0.05,-0.023847837143510665,1000000.0,-0.19297239791101914,-0.11835011246732977,0.9999999998365199,0.9999999998365199,-7.012585189912568,0.0,-53200853.03509109,False,False,False
cdd,test-2019_test-2020,0.45,45.0,SPLADE,RR@10,97,0.8618106692848961,0.816179839633448,-0.0456308296514482,-0.05,-0.04309053346424481,1000000.0,-0.09878576986457435,0.007524110561677955,0.5376893955901896,0.5376893955901896,-0.09486320665629497,0.0,-37343366.28258166,False,False,False
cdd,test-2019_test-2020,0.45,45.0,SPLADE,nDCG@10,97,0.5903063303445052,0.4893180102984053,-0.1009883200460999,-0.05,-0.029515316517225262,1000000.0,-0.13427109665025483,-0.06770554344194496,0.9999763782536873,0.9999763782536873,-4.262648888647897,0.0,-59639991.44661053,False,False,False
cdd,test-2019_test-2020,0.45,45.0,SPLADE,R@100,97,0.4689618970534333,0.30186037303080665,-0.16710152402262657,-0.05,-0.023448094852671665,1000000.0,-0.2048722410343267,-0.12933080701092645,0.9999999999873985,0.9999999999873985,-7.549494046185644,0.0,-52553533.53790026,False,False,False
cdd,test-2019_test-2020,0.45,45.0,TAS-B,RR@10,97,0.9354933726067747,0.9061119293078056,-0.02938144329896908,-0.05,-0.04677466863033874,1000000.0,-0.0784982704698777,0.019735383871939544,0.24190286507043218,0.24190286507043218,0.7029216135960351,0.0,-40413530.03005877,False,True,False
cdd,test-2019_test-2020,0.45,45.0,TAS-B,nDCG@10,97,0.697936757957595,0.5811845546906024,-0.11675220326699279,-0.05,-0.03489683789787975,1000000.0,-0.15191218713149077,-0.08159221940249481,0.9999940650707357,0.9999940650707357,-4.621208493681677,0.0,-56455786.52516404,False,False,False
cdd,test-2019_test-2020,0.45,45.0,TAS-B,R@100,97,0.553444309695361,0.3542089356308192,-0.19923537406454178,-0.05,-0.02767221548476805,1000000.0,-0.2349021215656681,-0.16356862656341548,0.9999999999999993,0.9999999999999993,-9.548114198156272,0.0,-55653650.69936433,False,False,False
cdd,test-2019_test-2020,0.6,60.0,BM25,RR@10,97,0.7986786123384061,0.7019759450171822,-0.09670266732122401,-0.05,-0.039933930616920306,1000000.0,-0.17990363049431932,-0.013501704148128707,0.9106014904440001,0.9106014904440001,-1.3543719621255164,0.0,-23857710.62955891,False,False,False
cdd,test-2019_test-2020,0.6,60.0,BM25,nDCG@10,97,0.4873823836823968,0.38005733733498365,-0.10732504634741305,-0.05,-0.02436911918411984,1000000.0,-0.15012076597018562,-0.06452932672464048,0.9998926588689719,0.9998926588689719,-3.847726254380457,0.0,-46382781.78440295,False,False,False
cdd,test-2019_test-2020,0.6,60.0,BM25,R@100,97,0.4769567428702133,0.24450894121445027,-0.2324478016557631,-0.05,-0.023847837143510665,1000000.0,-0.27958106289803386,-0.18531454041349232,0.9999999999999698,0.9999999999999698,-8.78504151907481,0.0,-42114309.95052924,False,False,False
cdd,test-2019_test-2020,0.6,60.0,SPLADE,RR@10,97,0.8618106692848961,0.7661184748813614,-0.09569219440353462,-0.05,-0.04309053346424481,1000000.0,-0.16359039771759779,-0.027793991089471448,0.9363057430463378,0.9363057430463378,-1.5377943248660004,0.0,-29234713.21173222,False,False,False
cdd,test-2019_test-2020,0.6,60.0,SPLADE,nDCG@10,97,0.5903063303445052,0.4257582440071839,-0.16454808633732135,-0.05,-0.029515316517225262,1000000.0,-0.20859420394848557,-0.12050196872615712,0.9999999881250552,0.9999999881250552,-6.0853928603126475,0.0,-45066052.26094344,False,False,False
cdd,test-2019_test-2020,0.6,60.0,SPLADE,R@100,97,0.4689618970534333,0.22565183557030508,-0.24331006148312811,-0.05,-0.023448094852671665,1000000.0,-0.2909663916976928,-0.19565373126856347,0.9999999999999952,0.9999999999999952,-9.157703761470778,0.0,-41652069.84173164,False,False,False
cdd,test-2019_test-2020,0.6,60.0,TAS-B,RR@10,97,0.9354933726067747,0.8509572901325478,-0.08453608247422681,-0.05,-0.04677466863033874,1000000.0,-0.14477829644912177,-0.024293868499331843,0.8917798375892368,0.8917798375892368,-1.2442406929563496,0.0,-32950058.577877432,False,False,False
cdd,test-2019_test-2020,0.6,60.0,TAS-B,nDCG@10,97,0.697936757957595,0.49889064153893153,-0.1990461164186636,-0.05,-0.03489683789787975,1000000.0,-0.24500928486943166,-0.15308294796789554,0.999999999886149,0.999999999886149,-7.08901830738448,0.0,-43186420.20426829,False,False,False
cdd,test-2019_test-2020,0.6,60.0,TAS-B,R@100,97,0.553444309695361,0.2650851570829605,-0.28835915261240047,-0.05,-0.02767221548476805,1000000.0,-0.33355651271720443,-0.2431617925075965,1.0,1.0,-11.448887262874084,0.0,-43918159.80660409,False,False,False
finetuned_qualt5_dev.small,,0.15,15.0,BM25,RR@10,6980,0.18427616318733797,0.19812929230909174,0.013853129121753764,-0.05,-0.009213808159366899,1000000.0,0.00934990323714201,0.018356355006365517,7.248369020703772e-24,7.248369020703772e-24,10.041292534030072,0.0,-435311037.28907835,True,True,True
finetuned_qualt5_dev.small,,0.15,15.0,BM25,nDCG@10,6980,0.2299347532023317,0.24255319938010064,0.012618446177768949,-0.05,-0.011496737660116586,1000000.0,0.008401083654035748,0.01683580870150215,3.243196377718362e-29,3.243196377718362e-29,11.209159768101507,0.0,-464817506.7630821,True,True,True
finetuned_qualt5_dev.small,,0.15,15.0,BM25,R@100,6980,0.6777578796561604,0.6651146131805158,-0.0126432664756447,-0.05,-0.033887893982808025,1000000.0,-0.01879336209567216,-0.006493170855617238,6.886993799137879e-12,6.886993799137879e-12,6.771590226296787,0.0,-318743659.291204,True,True,True
finetuned_qualt5_dev.small,,0.15,15.0,SPLADE,RR@10,6980,0.29693398371765134,0.2916111224814663,-0.005322861236185018,-0.05,-0.014846699185882568,1000000.0,-0.007647111853530158,-0.0029986106188398774,5.562140185869566e-16,5.562140185869566e-16,8.032531900859043,0.0,-843413336.7284129,True,True,True
finetuned_qualt5_dev.small,,0.15,15.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.34603923970406825,-0.006514289302325925,-0.05,-0.01762767645031971,1000000.0,-0.008886581281344487,-0.004141997323307364,2.7060368344422902e-20,2.7060368344422902e-20,9.183362337842363,0.0,-826333346.9241412,True,True,True
finetuned_qualt5_dev.small,,0.15,15.0,SPLADE,R@100,6980,0.8166905444126075,0.7932784145176697,-0.02341212989493792,-0.05,-0.04083452722063038,1000000.0,-0.027636421057907624,-0.019187838731968214,3.637051275127099e-16,3.637051275127099e-16,8.084952745947378,0.0,-464055134.5543374,True,True,True
finetuned_qualt5_dev.small,,0.15,15.0,TAS-B,RR@10,6980,0.3472977213808159,0.34008345840724064,-0.007214262973575294,-0.05,-0.017364886069040793,1000000.0,-0.010045107162519681,-0.004383418784630907,1.137779813889855e-12,1.137779813889855e-12,7.029106974264288,0.0,-692480349.1240029,True,True,True
finetuned_qualt5_dev.small,,0.15,15.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.40160318209275014,-0.009054281762930336,-0.05,-0.02053287319278403,1000000.0,-0.011861269857563658,-0.006247293668297014,6.343079190359066e-16,6.343079190359066e-16,8.01625352696102,0.0,-698365618.1623161,True,True,True
finetuned_qualt5_dev.small,,0.15,15.0,TAS-B,R@100,6980,0.8869149952244508,0.860339063992359,-0.02657593123209169,-0.05,-0.04434574976122255,1000000.0,-0.030871723293376264,-0.022280139170807116,2.992316541062506e-16,2.992316541062506e-16,8.108922662228785,0.0,-456331214.8876274,True,True,True
finetuned_qualt5_dev.small,,0.3,30.0,BM25,RR@10,6980,0.18427616318733797,0.2007211647791877,0.01644500159184973,-0.05,-0.009213808159366899,1000000.0,0.011172049526916042,0.021717953656783417,9.731651225767965e-22,9.731651225767965e-22,9.539071415196409,0.0,-371765929.55072916,True,True,True
finetuned_qualt5_dev.small,,0.3,30.0,BM25,nDCG@10,6980,0.2299347532023317,0.2434862851842856,0.013551531981953902,-0.05,-0.011496737660116586,1000000.0,0.008446972150452748,0.018656091813455056,4.521625058075775e-22,4.521625058075775e-22,9.61928623516813,0.0,-384029964.6349917,True,True,True
finetuned_qualt5_dev.small,,0.3,30.0,BM25,R@100,6980,0.6777578796561604,0.6394102196752628,-0.03834765998089781,-0.05,-0.033887893982808025,1000000.0,-0.046223876603196226,-0.030471443358599384,0.866478533447301,0.866478533447301,-1.1099868576055394,0.0,-248889044.9961662,False,False,False
finetuned_qualt5_dev.small,,0.3,30.0,SPLADE,RR@10,6980,0.29693398371765134,0.28651106335561927,-0.01042292036203211,-0.05,-0.014846699185882568,1000000.0,-0.013738665139991075,-0.007107175584073144,0.00446592778008392,0.00446592778008392,2.615385597814394,0.0,-591210756.5083729,True,True,True
finetuned_qualt5_dev.small,,0.3,30.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.337671487879409,-0.014882041126985194,-0.05,-0.01762767645031971,1000000.0,-0.018358734967420888,-0.011405347286549497,0.06082143400298136,0.06082143400298136,1.5481028928477316,0.0,-563841418.6799301,False,True,False
finetuned_qualt5_dev.small,,0.3,30.0,SPLADE,R@100,6980,0.8166905444126075,0.7534264565425023,-0.06326408787010505,-0.05,-0.04083452722063038,1000000.0,-0.06965726673730423,-0.05687090900290589,0.9999999999966892,0.9999999999966892,-6.877448204359084,0.0,-306624313.6427928,False,False,False
finetuned_qualt5_dev.small,,0.3,30.0,TAS-B,RR@10,6980,0.3472977213808159,0.3326043230090508,-0.014693398371765132,-0.05,-0.017364886069040793,1000000.0,-0.01849944379311114,-0.010887352950419123,0.08444064449195997,0.08444064449195997,1.3759499236934907,0.0,-515050076.8968699,False,True,False
finetuned_qualt5_dev.small,,0.3,30.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.3905147210561467,-0.020142742799533826,-0.05,-0.02053287319278403,1000000.0,-0.024085288573261417,-0.016200197025806235,0.42309868074638407,0.42309868074638407,0.1939797780340181,0.0,-497217815.62632036,False,True,False
finetuned_qualt5_dev.small,,0.3,30.0,TAS-B,R@100,6980,0.8869149952244508,0.8148638968481375,-0.07205109837631327,-0.05,-0.04434574976122255,1000000.0,-0.07873487632137251,-0.06536732043125403,0.9999999999999998,0.9999999999999998,-8.125779311950996,0.0,-293292822.63556576,False,False,False
finetuned_qualt5_dev.small,,0.45,45.0,BM25,RR@10,6980,0.18427616318733797,0.19604317323873197,0.011767010051394008,-0.05,-0.009213808159366899,1000000.0,0.005674396065374879,0.01785962403741314,7.9534901364686e-12,7.9534901364686e-12,6.750596883015682,0.0,-321750883.8677707,True,True,True
finetuned_qualt5_dev.small,,0.45,45.0,BM25,nDCG@10,6980,0.2299347532023317,0.23492755732618875,0.00499280412385703,-0.05,-0.011496737660116586,1000000.0,-0.0011016412337602772,0.011087249481474337,5.840854811381016e-08,5.840854811381016e-08,5.303930403860801,0.0,-321654200.39350444,True,True,True
finetuned_qualt5_dev.small,,0.45,45.0,BM25,R@100,6980,0.6777578796561604,0.5918935052531041,-0.08586437440305636,-0.05,-0.033887893982808025,1000000.0,-0.0957093161561869,-0.07601943264992582,1.0,1.0,-10.349446736469826,0.0,-199117899.8931754,False,False,False
